PID,Country,Progress,Finished,Entities_1,Entities_2,Entities_3,Entities_4,Entities_5,Entities_6,Entities_7,Entities_8,Entities_9,Entities_10,Entities_11,Entities_12,Entities_13,Entities_14,Entities_15,Entities_16,Entities_17,Entities_18,Entities_19,Entities_20,Entities_21,Entities_22,Entities_23,Entities_24,Entities_25,Entities_26,Entities_27,Entities_28,Entities_29,SV1,SV2,SV3,SV4,SV5,SV6,SVC7,SVC8,SVC9,SVC10,SVC11,Parent,Sc_self,Sc_self_CODED,Sc_self_SOURCE,Sc_School,Sc_School_CODED,Sc_School_SOURCE,Sc_class_act,Sc_class_sch,Sc_class_text,Sc_confl,Sc_confl_type,Sc_confl_score,Sc_talk,Sc_talk_freq,Retro_Sc_p_inf,Retro_Sc_p_CODED,Retro_Sc_p_SOURCE,Retro_sch_inf,Retro_sch_CODED,Retro_sch_SOURCE,Retro_sc_freq,Retro_sc_class,Retro_sc_class_text,Retro_sc_conf,Retro_sc_conf_type,Retro_sc_conf_score,Retro_sc_talk,Retro_sc_talk_freq,Future_sc_talk,Grades,RV1,RV2,RV3,RV4,RV5,RV6,RVC7,RVC8,RVC9,RVC10,RVC11,Rel_self,Rel_self_CODED,Rel_self_SOURCE,Rel_school,Rel_school_CODED,Rel_school_SOURCE,Rel_class_freq,Rel_class,Rel_class_type,Rel_confl,Rel_confl_type,Rel_confl_score,Rel_talk,Rel_talk_freq,Rel_freq_child,Retro_rel_parent_inf,Retro_rel_p_CODED,Retro_rel_p_SOURCE,Retro_rel_school_inf,Retro_rel_s_CODED,Retro_rel_s_SOURCE,Retro_rel_class_freq,Retro_rel_class,Retro_rel_class_type,Retro_rel_confl,Retro_rel_confl_type,Retro_rel_confl_score,Retro_rel_talk,Retro_rel_talk_freq,Retro_rel_child_freq,Future_rel_child_freq,Rel_symb,Pray_diff,Pray_wish,Worship_freq,Worship_frequent,God_control,Divine,Faith,God_punish,Afterlife,Rel_freq,Rel_frequent,Religiosity,Religion,Religion_score,Belief_other,Folk,Religion_father,Religion_mother,Religion_granny,Rel_myparentonmychild,Rel_grannyonme,Parenting_parentonme,Parenting_grannyonparent,Parenting_meonmychild,Religion_partner,Religion_influenced_child,Religion_influenced,Rel_spi_activities,Rel_spi_act_solo_other,Rel_spi_act_group_other,Rel_spi_act_child,Rel_spi_act_parents,Rel_holiday,Rel_events,Worship_place,Worship_place_other,Gender,Ethnicity,SISI_ethnicity,SISI_Religion,SISI_National,SISI_student,Edu_level,Edu_level_other,Parent_edu,Parent_edu_other,Employment,Occupation,SES_1,Birthdate,Adjusted_ages,Age,Child_age,Aus_Pr_citizen,Nationality,Aus_born,Country_birth,Origin
363,2,53,FALSE,7,7,7,7,7,2,7,7,7,7,2,3,7,7,3,7,7,7,3,4,7,7,7,6,1,7,1,6,4,5,5,4,5,5,4,5,5,4,4,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not really, it has always been the basic science that we know",denial,uninformative,Not so much.,denial,uninformative,6,Yes,"School: bio, physics, chem and extra classes tuition outside the school. Merely for exam results",We would discuss,supportive,1,Yes,Not our regular topic of conversation,Yes,4,5,3,3,4,4,4,5,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L42,2,53,FALSE,7,7,7,7,7,3,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,5,4,4,4,5,4,5,4,4,4,5,Yes,"Yes, through discussion and conversation",affirmation,parent-only source,"Yes, through learning the school syllabus",affirmation,multiple source,3,Yes,"Science classes in school, online and media",Discussion on the different views,supportive,1,Yes,"School works, whenever watching documentary on media",No,denial,uninformative,No,denial,uninformative,7,Yes,Science classes in school,Not discussed,supportive,0,No,No,NA,3,5,2,3,4,5,5,4,3,4,4,5,"Yes, through learning and discussion",affirmation,multiple source,"Yes, through learning and activities",affirmation,multiple source,7,Yes,Quran classes,Respect their choices,supportive,1,Yes,"Casual conversation, how religion guide us to be better person to lead meaningful life",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2,100,TRUE,7,7,7,7,7,6,7,7,7,7,6,6,7,7,1,7,7,7,6,6,7,7,7,7,1,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,Yes,yes,affirmation,uninformative,yes,affirmation,uninformative,2,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,4,4,4,4,4,4,4,yes,affirmation,uninformative,yes,affirmation,uninformative,2,Yes,NA,NA,NA,NA,Yes,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Agree,Agree,More than once a week,1,Agree,Agree,Agree,Agree,Agree,Less than once a year,0,0,Islam,1,NA,NA,Islam,Islam,Islam,Somewhat,Somewhat,Quite a lot,Somewhat,NA,Islam,Islam,Islam,"Solo prayer ,Group prayer",NA,NA,Yes,Yes,Yes,None,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,"Post-graduate degree (Masters, PhD)",NA,NA,student,6,09/05/2000,19,578347.14.00,NA,NA,NA,NA,NA,NA
353,2,75,FALSE,7,7,7,7,7,1,7,7,7,7,3,4,7,7,6,7,7,7,4,3,7,7,7,7,1,7,7,7,2,4,3,4,4,5,3,4,3,5,4,4,Yes,"Maybe, my children are still infants im not sure about that yet.",ambiguous,uninformative,"Maybe. Im not sure about that but they will be influenced, it is maybe through the teachers and subjects they learn.",ambiguous,multiple source,7,No,NA,Maybe I would listen first. As I learn that science is always developing.,supportive,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,5,5,4,5,3,5,4,4,Maybe it will. By being a model to your children and talk about it through story telling and so on.,ambiguous,parent-only source,Maybe. Im not sure about that yet.,ambiguous,uninformative,7,No,NA,I would listen first. However I would stress to my children to follow what is the Quran.,directive,1,No,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Agree,Agree,More than once a week,1,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Less than once a year,0,1,Islam,1,Ruqyah?,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,2,100,TRUE,7,7,7,7,7,5,7,7,7,5,5,5,7,7,5,7,7,7,3,3,5,5,6,7,1,7,7,7,5,4,2,4,4,4,4,4,3,4,4,4,Yes,Yes because we share similar outlook in some aspects of life,affirmation,parent-only source,Yes because she has a great teacher who was able to influence her way of thinking,affirmation,multiple source,7,Yes,Biology,Should allow her to explore her views and discuss about it,supportive,2,Yes,Whenever there is an exciting topic to discuss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,4,4,4,5,4,2,4,4,4,No and I think it is because the way we were brought up is different,denial,uninformative,No because they don<U+0092>t teach the essence of religion in school,denial,uninformative,2,No,None,It is ok as long as the fundamental of faith remains,directive,1,Yes,When I have some stories or learning to share,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Agree,Agree,More than once a week,1,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Less than once a year,0,1,Islam,1,No,No,Islam,Islam,Islam,Quite a lot,Quite a lot,Somewhat,Little,NA,Islam,Islam,Islam,Solo prayer,NA,NA,No,No,"Yes, but as cultural holidays",Hari Raya,Mosques Masjid,NA,Female,Malay,Somewhat agree,Somewhat agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,"Diploma, or technical and vocational education",NA,NA,Coach,8,10/23/1969,50,360672.19.00,21,NA,NA,NA,NA,NA
320,2,100,TRUE,7,7,7,7,7,1,7,7,7,7,1,7,7,7,1,7,7,7,1,1,7,7,7,7,1,7,7,7,3,5,5,5,5,5,4,5,5,5,5,5,Yes,Yes. Make my child More informed,affirmation,uninformative,Yes,affirmation,uninformative,2,Yes,Robotic class,Discuss and seek for evidence.,supportive,1,Yes,"Everyday, biology, astronomy, physics.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,"yes, the correct view",affirmation,uninformative,Yes.,affirmation,uninformative,2,Yes,No,Discuss,supportive,1,Yes,Everyday. Moral,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than once a year,0,1,Islam,1,No,No,Islam,Islam,Islam,A great deal,A great deal,A great deal,A great deal,NA,Islam,Islam,Islam,Solo prayer,NA,NA,Yes,Yes,Yes,None,Mosques Masjid,NA,Male,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,Primary school (completed) Tamat sekolah rendah,NA,NA,Counsultan,8,02/22/1967,53,1470263.21.00,"21, 16, 14, 9",NA,NA,NA,NA,NA
337,2,100,TRUE,7,7,7,7,7,5,7,7,7,5,5,6,7,7,5,7,7,7,5,7,7,7,7,7,1,7,5,7,5,3,3,3,3,3,3,2,3,3,3,3,Yes,Yes. Nature needs to be scientifically explained based on religion,affirmation,multiple source,"Yes, it depends on the subject and the test",affirmation,multiple source,5,Yes,Basic science.  Biology.  Physics and chemistry,Understand what is learned and answer based on the child's syllabus at school,supportive,1,Yes,normal environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,4,4,5,5,5,4,4,5,2,"Yes, apply the principles of Islam",affirmation,uninformative,No,denial,uninformative,1,Yes,Quranic study.,Always project the validity of Islam,directive,1,Yes,Free time if there is an incident,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Agree,Agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Less than once a year,0,1,Islam,1,No,No,Islam,Islam,Islam,A great deal,A great deal,A great deal,A great deal,NA,Islam,None,Islam,Solo prayer,NA,NA,Yes,Yes,Yes,Ya. Majlis khatan quraan. Bercukur dsb,Mosques Masjid,NA,Female,Malay,Somewhat agree,Strongly disagree,Neither agree nor disagree,NA,"Post-graduate degree (Masters, PhD)",NA,Undergraduate degree,NA,NA,Accountant,6,10/20/1963,56,374376.56.00,"32, 30, 28, 22, 18",NA,NA,NA,NA,NA
312,2,100,TRUE,7,7,7,7,6,2,7,7,7,6,3,5,7,6,7,7,7,7,6,1,7,7,7,7,6,7,4,7,4,4,4,4,4,4,3,4,4,4,4,4,Yes,Making them understand natural events better,ambiguous,uninformative,They understand things happen for reason,ambiguous,uninformative,2,Yes,"Biology ,chemistry , physics",celebrate the differences but i would rationalise if theirs are not what it should be. At the same time they have the opportunity to rationalise Their views,supportive,2,Yes,Not very often . About simple things,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,4,4,5,4,3,4,4,5,They understand the importance To respect god<U+0092>s creation,ambiguous,uninformative,They learn to read Quran and perfect their solat,ambiguous,multiple source,3,Yes,Quran,I ask them to refer the matter with person who is more well versed or refer to the what in tge Quran and Sunnah,directive,2,Yes,Selfom,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Agree,Strongly agree,More than once a week,1,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Less than once a year,0,1,Islam,1,supernatural does exist : pseodosceince is learned,No,Islam,Islam,Islam,Somewhat,Quite a lot,Somewhat,Somewhat,NA,Islam,Islam,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer ,Other group activity (please specify): :",NA,NA,Yes,Yes,Yes,"MaulidurRasul , Tahlil , Aqiqah , Qurban",Mosques Masjid,NA,Female,Malay,Disagree,Disagree,Agree,NA,"Post-graduate degree (Masters, PhD)",NA,High school (not completed) Tidak tamat sekolah menengah,NA,NA,Own,8,11/19/1967,52,237386.38.00,"29,28,23,20,17",NA,NA,NA,NA,NA
325,2,100,TRUE,7,7,7,7,7,5,7,7,7,5,5,6,7,7,7,7,7,7,7,5,7,7,7,7,4,7,4,7,6,5,3,4,4,4,4,4,3,4,4,4,Yes,No.,denial,uninformative,Yes. A school that encourages scientific activities or experiments will spur interest in that child for scientific things.,affirmation,multiple source,7,Yes,"In school : biology, physics, chemistry",Very happy if the views are backed by well researched experiments/outcomes.,supportive,2,Yes,"All the time & covers wide range of science affectingour daily lives - everyday stuff like chemical reaction in cooking, mechanics of a vacuum cleaner, while watching TV, reading newspaper, driving, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,4,4,3,3,3,3,4,4,Yes as I provide and steer the child towards the relevant teachings.,affirmation,parent-only source,No,denial,uninformative,3,Yes,Islamic studies classes in school,"I will try to understand where he is coming from, why his views are different, where his source is from.",supportive,1,No,Don't really talk about religion,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strongly agree,Agree,More than once a week,1,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Less than once a year,0,0,Islam,1,No,No,Islam,Islam,Islam,A great deal,Quite a lot,Somewhat,Somewhat,NA,Islam,Islam,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer",Fasting,NA,Yes,Yes,Yes,"Yes, tahneeq, tahlils",Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Homemaker,8,03/27/1969,51,1319576.25.00,16,NA,NA,NA,NA,NA
330,2,100,TRUE,6,7,6,7,7,4,7,7,7,6,1,5,7,7,6,7,7,7,7,5,6,7,7,7,4,7,4,7,5,4,2,4,4,4,4,4,2,3,4,4,Yes,Yes as they always believe their parents,affirmation,uninformative,Yes as they are growing up to learn on what has been taught,affirmation,uninformative,2,Yes,Science,Discuss about it,supportive,1,Yes,Once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,4,2,4,4,5,4,4,4,4,"Yes, as they follow what we practice",affirmation,parent-only source,"Yes, as they follow what has been taught",affirmation,multiple source,2,Yes,Quran classes,Discuss,supportive,1,Yes,More than once a week,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strongly agree,Agree,More than once a week,1,Strongly agree,Agree,Agree,Agree,Agree,More than once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,Quite a lot,Quite a lot,Quite a lot,Quite a lot,NA,Islam,Islam,Islam,"Solo prayer ,Group prayer",NA,NA,Yes,Yes,Yes,"Yes, Hari Raya",Mosques Masjid,NA,Female,Malay,Somewhat agree,Agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,"Diploma, or technical and vocational education",NA,NA,Sales advisor,4,04/07/1994,26,1269323.07.00,3,NA,NA,NA,NA,NA
334,2,100,TRUE,7,7,7,7,7,5,7,7,7,5,6,7,7,7,7,7,7,7,5,6,7,7,7,7,1,7,2,1,6,4,4,4,4,4,3,4,4,4,4,4,Yes,Yes. Reading materials & answering their questions  Ya. Bahan bacaan & menjawab pertanyaan mereka,affirmation,multiple source,May be. Depend on how science teacher create interest,ambiguous,multiple source,2,Yes,"Both for Bio, Physic, Chemistry",Relate it to Alquran & Sunnah,directive,1,Yes,once a week. everything,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,5,5,5,5,5,5,5,yes. my way of life,affirmation,parent-only source,yes. friend and teacher,affirmation,multiple source,1,Yes,For both. Quran & fardu ain,Discuss with them and give example,supportive,1,Yes,more than once a week,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strongly agree,Agree,More than once a week,1,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,More than once a week,1,0,Islam,1,Yes. Those not contradic my religious believe,No,Islam,Islam,Islam,Quite a lot,Quite a lot,Quite a lot,Quite a lot,NA,Islam,Islam,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer ,Other group activity (please specify): :",Donation,Gotomg royong eyc,Yes,Yes,Yes,Yes,Mosques Masjid,NA,Male,Malay,Somewhat agree,Strongly disagree,Neither agree nor disagree,NA,"Post-graduate degree (Masters, PhD)",NA,Primary school (completed) Tamat sekolah rendah,NA,NA,Business owner,8,04/15/1966,54,1232821.26.00,21 - 26,NA,NA,NA,NA,NA
275,2,100,TRUE,7,7,7,7,7,1,7,7,7,5,2,7,7,7,3,7,7,7,2,5,7,7,7,7,1,7,7,7,1,5,3,3,2,5,4,4,3,2,5,5,Yes,Yes. Everyday thing and believes.,affirmation,uninformative,Yes. Explaining things.,affirmation,uninformative,6,Yes,Only at school,I am ok.as long as they can explain it,supportive,1,Yes,Regularly like every other day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,4,4,5,5,4,5,4,5,Yes its a way of our life,affirmation,parent-only source,Yes its taught and practiced,affirmation,multiple source,1,Yes,Quran reciting and learning,Not happy,directive,1,Yes,All the time,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strongly agree,Agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,More than once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,Somewhat,Quite a lot,Quite a lot,Quite a lot,NA,Islam,Islam,Islam,"Solo prayer ,Group prayer",NA,NA,Yes,Yes,Yes,Most of islamic religous events,Mosques Masjid,NA,Male,Malay,Strongly disagree,Strongly disagree,Strongly disagree,NA,Undergraduate degree,NA,Primary school (completed) Tamat sekolah rendah,NA,NA,Banker,8,07/16/1968,51,81111.28.00,28 26 25 19 17 14 7,NA,NA,NA,NA,NA
269,2,100,TRUE,7,7,7,7,7,2,7,7,7,4,4,1,7,5,5,7,7,7,4,4,7,7,7,7,1,7,7,7,4,4,4,4,4,5,3,5,4,4,4,5,Yes,No,denial,uninformative,"Yes,",affirmation,uninformative,6,Yes,Physics,Ok with diffrences,supportive,1,Yes,When being asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,5,5,5,5,5,5,5,"Yes, how do you practice",affirmation,uninformative,"Yes, teachers and peers influence",affirmation,multiple source,2,Yes,Quran classes,Try to understand,supportive,1,Yes,"Daily, anything",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Agree,Agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,More than once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,A great deal,Quite a lot,Quite a lot,Quite a lot,NA,Islam,Islam,Islam,Group prayer,NA,NA,Yes,Yes,Yes,"Yes, eg fasting, qurban",Mosques Masjid,NA,Male,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,Primary school (not completed) Tidak tamat sekolah rendah,NA,NA,Accountant,7,10/31/1990,29,324121.38.00,20-26,NA,NA,NA,NA,NA
293,2,100,TRUE,6,6,6,6,6,2,7,7,7,6,4,6,7,6,6,7,7,7,4,5,6,6,6,6,7,7,6,1,6,4,4,3,4,5,5,4,4,4,4,4,Yes,Read a lot of previous scientific studies,ambiguous,multiple source,Explanation from the teacher,ambiguous,multiple source,2,Yes,School,Acceptable if logic is there,supportive,1,Yes,Every week about nature and humans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,4,4,5,5,4,4,4,5,Religion and science are interrelated,ambiguous,uninformative,Yes through Islamic education,affirmation,multiple source,1,Yes,Quran classes,Mad,directive,1,Yes,About hadith and Quran,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,More than once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,Quite a lot,Quite a lot,Quite a lot,Quite a lot,NA,Islam,Islam,Islam,Group prayer,NA,NA,Yes,Yes,Yes,None,Mosques Masjid,NA,Male,Malay,Strongly agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,Primary school (not completed) Tidak tamat sekolah rendah,NA,NA,Lecturer,9,09/05/1967,52,579852.24.00,20-26,NA,NA,NA,NA,NA
271,2,100,TRUE,7,7,7,7,7,3,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,5,2,5,5,5,3,4,3,4,4,5,Yes,Application of logic and critical argument,ambiguous,uninformative,"Yes, on basic theory or fundamental",affirmation,multiple source,7,No,He is only 5 years old,Accomodate to his view,supportive,1,Yes,Basic concept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,5,5,5,4,4,5,5,"Yes, knowing that there is only one god, he is the Almighty",affirmation,uninformative,"Yes, he is exposed to the fundamental of the religious",affirmation,multiple source,1,Yes,Quran,Put him back to the right track via continuous engagement,directive,1,Yes,"Everyday, about basic pillars of Islam",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,More than once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,A great deal,A great deal,A great deal,A great deal,NA,Islam,Islam,Islam,"Solo prayer ,Group prayer",NA,NA,Yes,Yes,Yes,"Yes, aqiqah",Mosques Masjid,NA,Male,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,"Post-graduate degree (Masters, PhD)",NA,NA,CEO,8,11/22/1971,48,223684.01.00,5,NA,NA,NA,NA,NA
299,2,100,TRUE,6,7,7,6,7,2,7,6,7,6,5,7,7,6,6,7,7,6,5,6,7,7,6,7,4,7,6,7,5,5,3,4,3,4,4,4,1,4,4,2,Yes,"Well i think despite being an Arts stream student, i think i methodically use science daily in organising my work and manage my time. So i do encourage my children to think logically and be organised.yes",affirmation,parent-only source,Yes i observe they do in their thinking logically.,affirmation,parent-only source,2,Yes,General science,Will ask her to explain logically and think what she says,supportive,1,Yes,"Well mostly at dinner. About thinking logically, the universe and relate to religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,2,4,4,5,4,4,4,2,5,Yes as i think religion governs our life in whatever we do.yes,affirmation,parent-only source,"Yes, they follow what is required from them.",affirmation,multiple source,6,Yes,Quran and religious classes.,Well i would sit down and discuss with them.,supportive,1,Yes,Normally during dinner. Maybe about the prophet and his companions. Also religious views.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strongly agree,Strongly agree,More than once a week,1,Agree,Strongly agree,Strongly agree,Agree,Agree,More than once a week,1,0,Islam,1,Well i believe there are other things than humans like jins.,Sometimes,Islam,Islam,Islam,Somewhat,Not at all,Somewhat,Little,NA,Islam,Islam,Islam,"Solo prayer ,Group prayer",NA,NA,Yes,Yes,Yes,None,Mosques Masjid,NA,Male,Malay,Somewhat agree,Agree,Strongly agree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Editor,7,02/06/1967,53,1543322.43.00,17-24,NA,NA,NA,NA,NA
281,2,100,TRUE,7,7,7,7,7,3,7,7,7,7,4,4,7,7,1,7,7,7,2,3,7,7,7,7,1,7,6,7,3,5,4,4,4,4,2,4,4,4,3,3,Yes,Yes. We try to find rationale ways of explaining things,affirmation,parent-only source,Not much. Not beyond what is being taught in the school syllabus,denial,uninformative,3,Yes,Pure science,I'm open,supportive,1,Yes,Occasionally when the relevant practical topic arises eg how to reduce heat in the house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,4,5,5,5,5,5,4,Yes. Religion is the pillar of the family,affirmation,parent-only source,No,denial,uninformative,2,Yes,"Fiqh, Aqidah, Quran and Hadith",Through discussion and consultation,supportive,1,Yes,Everyday. The need to obey God and to be a good Muslim and a good member of the society,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,More than once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,A great deal,A great deal,Quite a lot,Little,NA,Islam,Islam,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer ,Other group activity (please specify): :",Charity and alms,Community service,Yes,Yes,Yes,Yes. Only religious festivals,Mosques Masjid,NA,Male,Malay-Dutch,Somewhat agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,"Post-graduate degree (Masters, PhD)",NA,NA,Accountant,6,02/26/1969,51,1451996.31.00,"26,24, 23, 20, 16, 13",NA,NA,NA,NA,NA
304,2,100,TRUE,7,7,7,7,7,2,7,7,7,4,4,4,7,5,6,7,7,7,7,4,5,7,7,4,1,7,6,7,4,5,2,3,5,4,4,5,4,4,4,4,Yes,No,denial,uninformative,Yes,affirmation,uninformative,7,Yes,Science,Dont know,supportive,1,No,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,4,1,5,4,4,4,3,Yes,affirmation,uninformative,Yes,affirmation,uninformative,2,Yes,Quran,Advise them,directive,1,Yes,Twice a week,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Agree,Agree,More than once a week,1,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,More than once a week,1,1,Islam,1,No,No,Islam,Islam,Islam,Quite a lot,Quite a lot,Somewhat,Somewhat,NA,Islam,Islam,Islam,"Solo prayer ,Group prayer",NA,NA,Yes,No,Yes,"Ya, Maulidul rasul for example.",Mosques Masjid,NA,Male,Malay,Strongly disagree,Strongly disagree,Strongly disagree,NA,Some college or university education (yet to be completed),NA,Primary school (not completed) Tidak tamat sekolah rendah,NA,NA,Manager,7,02/12/1963,57,1515929.27.00,27,NA,NA,NA,NA,NA
